44.34229920777307,7.636184904041333,10
44.35751429871238,35.317567762715456,3
46.20379091736543,69.99840061720425,8
46.88614975801692,84.76996725955803,8
49.370569631860185,129.47421722127913,6
51.37293782582178,176.9549563150842,9
52.32918770174019,259.3782109269399,10
52.129215769696955,286.0497998289283,4
49.76224420653905,341.7082484562831,1
49.30862717109353,356.80718647344884,10
50.13216927095879,390.4817533526647,9
49.82523015189896,436.9050157813476,10
50.458987111418956,461.2305968988914,9
49.84885207367127,477.1230825016957,7
50.257197432189834,512.6126355686704,10
48.761457694553705,542.9889713114751,8
48.883679916430836,572.9113024863163,8
49.936629865365404,596.4757478241453,9
49.75187537275748,624.9431918887037,5
51.65668763071255,685.9345214018662,3
49.049711673749314,755.9390213628465,10
51.02640278770256,792.7391521659018,10
50.79067425972763,798.550625208406,10
50.81934315216134,803.8704238845546,9
50.12591215489962,859.7658780897532,2
49.729243276955,895.9066209023484,3
50.03684251169126,912.0749195754845,9
46.82207600317003,990.2971706380968,10
48.14968828985652,1015.1295458550209,7
48.96243499851022,1054.723498072723,8
49.762957872608695,1088.404944194219,3
49.83264320985114,1094.8059417449535,8
50.6001259073685,1124.7449506685887,2
51.01729504075458,1138.1554033157292,1
53.26215638800573,1192.1245426434173,6
51.67563320275809,1228.1190308415696,6
51.559657600238964,1237.4425900169856,7
51.94957918928656,1256.8297918260184,6
51.350102776072525,1286.5870165274591,7
51.15757794685604,1291.7996207521533,7
54.07398842640829,1351.6565910887255,8
55.7489398208865,1400.4028196636104,8
55.46288221761379,1429.9986542375207,10
55.92427068072355,1481.8273673798094,3
55.80479281097892,1524.768589560548,3
53.401398800857024,1582.4440942957037,3
53.13225600942647,1592.9805447796487,8
52.816654613076516,1599.6829818049016,9
53.72818135535019,1626.77641894894,4
55.177813973701795,1698.3183588189074,7
53.86798408300464,1730.1672011428134,6
54.215349632976,1741.720085553158,10
53.49789467005008,1776.9270155826082,1
52.47404361600999,1807.2315885442933,8
54.49802934582682,1868.033787473448,6
53.7504102417308,1909.3951808327636,10
53.35005168675088,1924.4348367301193,10
52.61660036233982,1955.5749524335795,2
51.225710658070795,2003.3493954538228,9
51.665267734439894,2012.2815411423114,6
52.13136058302485,2047.3803956010236,4
50.56682372731866,2083.080766414833,9
50.308070044351915,2114.5061589891757,8
52.1443228542737,2148.6464393165406,8
52.31303689241567,2170.493211979384,7
52.23245587647183,2186.8258447827398,7
53.620468194491565,2212.4637988139966,10
51.33600306124624,2254.236727601744,3
50.63156637489422,2267.4945282071135,6
50.807136074060374,2273.520897626634,3
50.01404785908513,2290.8946198102503,9
50.691840439609585,2305.6870475620944,10
52.61850209715155,2353.8646067263608,7
51.988315970979635,2369.1079203131417,8
45.69610177862784,2488.177860698737,10
43.179396713627554,2546.110171646971,9
42.74035918903318,2558.8738989992685,9
42.696798171526986,2581.0734695927754,10
41.211904771728385,2649.294154604547,10
41.426927293353685,2663.679931747306,9
41.98994702033312,2715.8343169398177,7
40.466164174128295,2788.375264353129,8
36.989767249723215,2851.2049980878505,3
35.618944753850066,2880.3905288298333,9
37.04955271889378,2906.068029789071,7
36.063011192196136,2967.880441030002,9
35.88008329558356,2988.01280063545,10
34.59873559457338,3027.5677581017867,8
34.45784807852642,3054.0779961421513,9
33.74413926611949,3092.770084111116,10
35.347979031484215,3186.740094249737,7
36.71182782768468,3215.435501323124,10
39.09482726304617,3321.6930056793076,6
37.757312659970864,3354.775655797567,6
37.926736103003016,3368.5385820618344,10
